"badge/id","badge/title","badge/url","category/breadcrumb","category/id","category/name","freeShipping/url","id","labelGroups/0/title","labelGroups/1/title","labelGroups/2/title","labelGroups/3/title","labelGroups/4/title","labelGroups/5/title","labelGroups/6/title","labelGroups/7/title","media/image","media/image300","media/videoCustom","meta/countReview","meta/isImageBlurred","meta/isPortrait","meta/parentID","meta/warehouseID","name","price/discountPercentage","price/number","price/original","price/range","price/text","rating","shop/city","shop/id","shop/name","shop/tier","shop/ttsSellerID","shop/url","stock/maxOrder","stock/minOrder","stock/number","stock/sold","stock/ttsSKUID","ttsProductID","url"
"3","Kab. Bekasi","https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/goldmerchant/pm_activation/badge/Power%20Merchant%20Pro.png~tplv-zr7vqa5nfb-image.image","film-musik/gitar-bass/gitar-elektrik","57","Film & Musik",,"16020890153","5 terjual","double_date_4","Bisa COD","Rp2.300.000","Bisa COD",,,,"https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2025/1/9/80fc4d38-71ad-4840-b143-5b419a4f4178.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=wEOFbdw%2F83dJw%2B6XsLgr8GddzxY%3D&x-signature-webp=rF%2FiZ9TLZA%2BhsV8EjEbtAds1eM0%3D","https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2025/1/9/80fc4d38-71ad-4840-b143-5b419a4f4178.jpg~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=6x9f%2FB9d91XQ%2FPIqwLI3cnr3QBA%3D&x-signature-webp=tZzpL8ggLFT44lQ%2BEJwpgg9djQk%3D",,,,,"4431244292","1290601","Gitar ibanez jem flower biru",,"2300000",,,"Rp2.300.000","5.0","Kab. Bekasi","1126549","ALshopbekasi","3","7494871045377460738","https://www.tokopedia.com/alshopjakarta","10","1","10","5","1731489530753287682","1731489530753222146","https://www.tokopedia.com/alshopjakarta/gitar-ibanez-jem-flower-biru-1730764493652067881"
"2","Jakarta Barat",,"film-musik/gitar-bass/gitar-elektrik","57","Film & Musik",,"14762115454","10 terjual","double_date_4","Rp1.349.000",,,,,,"https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2024/8/9/accde14f-bfa0-49ad-9ac5-61d69f4bdc48.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=8EdOrhtHz0ca0o0OrSl9J%2ByctVI%3D&x-signature-webp=wdxs%2F6io40AulOYLfkkX88LNUZQ%3D","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2024/8/9/accde14f-bfa0-49ad-9ac5-61d69f4bdc48.jpg~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=QFENs0ubxagNIMj21xuhK1gIs%2FA%3D&x-signature-webp=kEFZhzspJCAKsfwYWN1%2BVvhabYU%3D",,,,,"14762115452","341106","Gitar Elektrik Merk Ibanez Tipe S Series Warna Merah / Red Bonus Tas dan Kabel Jack Listrik Murah Jakarta",,"1349000",,,"Rp1.349.000","5.0","Jakarta Barat","440273","Toko Gitar Jakarta Official","1","7495811584458918464","https://www.tokopedia.com/gitarjakarta","91","1","91","10","1730145734450382400","1730145734450316864","https://www.tokopedia.com/gitarjakarta/gitar-elektrik-merk-ibanez-tipe-s-series-warna-merah-red-bonus-tas-dan-kabel-jack-listrik-murah-jakarta-merah-red-3f4b1"
"2","Kab. Malang",,"film-musik/gitar-bass/gitar-elektrik","57","Film & Musik",,"100564170032","double_date_4","Rp550.000",,,,,,,"https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/f2a09370603f4507953436404d0793e6~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=yNN9C6DHN1BFJH9lIl77G7g0hSI%3D&x-signature-webp=JHDO31GYkknRsLpc50ecpkymyt4%3D","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/f2a09370603f4507953436404d0793e6~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=Zi2rO068OtYehg83Rn0f0gmDlK0%3D&x-signature-webp=Fo9iE4%2BWCadhR2BmMlsgRJWZiyo%3D",,,,,,"19737822","Gitar Listrik Normal Senar Ceper dengan Body Sticker Tahan Lama",,"550000",,,"Rp550.000",,"Kab. Malang","7494790543945338000","Diagupra","1","7494790543945337697","https://www.tokopedia.com/diagupra","1","1","1",,"1731389014059222881","1731388952341546849","https://www.tokopedia.com/diagupra/gitar-listrik-normal-senar-ceper-dengan-body-sticker-tahan-lama-1731388952341546849"
"2","Kab. Sukoharjo",,"film-musik/gitar-bass/gitar-elektrik","57","Film & Musik",,"100334491167","10 terjual","double_date_4","Hemat s.d 1% Pakai Bonus","Rp1.250.000","Hemat s.d 1% Pakai Bonus","Bisa COD",,,"https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/85d21f74a8f140b49da424bd1182bcaa~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=PlzdKvjcMOLuNtU4RkWsCaBnrsE%3D&x-signature-webp=Xce16k9X3diuy5DY2IDDVEMy7ug%3D","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/85d21f74a8f140b49da424bd1182bcaa~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=DdjtVFr7HMgaSUCQltYt9PMy%2FFo%3D&x-signature-webp=5K0nrebTFcqIPnuqs0MKW6rH5FM%3D",,,,,,"18772955","Difergio Gitar Elektrik Ibanez RG Kayu Solid Javanes Neck Maple Fretboard Rosewood/Sonokeling Pickup Impor Garansi 100%",,"1250000",,,"Rp1.250.000","5.0","Kab. Sukoharjo","7495756797916581000","Rivertone Musik","1","7495756797916580491","https://www.tokopedia.com/rivertone-musik","21","1","21","10","1729756940600379019","1729756940544804491","https://www.tokopedia.com/rivertone-musik/difergio-gitar-elektrik-ibanez-rg-kayu-solid-javanes-neck-maple-fretboard-rosewood-sonokeling-pickup-impor-garansi-100-1729756940544804491"
"2","Kab. Bogor",,"film-musik/gitar-bass/gitar-elektrik","57","Film & Musik",,"56546570","8 terjual","double_date_4","Hemat s.d 1% Pakai Bonus","Rp450.000","Hemat s.d 1% Pakai Bonus",,,,"https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/product-1/2016/8/11/239061/239061_2ca59be6-6184-4190-91ef-ebc5e1e72219.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=COAgAavmeLWf%2FHtnRDz2vYFLndg%3D&x-signature-webp=LYAmGMDxVafg1zM9pVuptA3C90k%3D","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/product-1/2016/8/11/239061/239061_2ca59be6-6184-4190-91ef-ebc5e1e72219.jpg~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=1n24ji5Uq%2FKuAF9aEMTCWtFTZZY%3D&x-signature-webp=PwjHzPGmJaxowe71aG0u9dme%2BSo%3D",,,,,,"301520","Gitar Listrik Melodi Gibson",,"450000",,,"Rp450.000","3.5","Kab. Bogor","239061","NS Music_NEW","1","7495809668247423768","https://www.tokopedia.com/nifiviashop","99998","1","99998","8","1729812156892481304","1729812156892415768","https://www.tokopedia.com/nifiviashop/gitar-listrik-melodi-gibson"
"2","Kab. Sukoharjo",,"film-musik/gitar-bass/gitar-akustik","57","Film & Musik",,"100514379585","12 terjual","double_date_4","Bisa COD","Rp1.199.000","Bisa COD",,,,"https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/5ad575de57f949cd99ff078fd9c1e8ce~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=NJlNLrNzWbcpqqhx%2FKAeitIyEsM%3D&x-signature-webp=BYI00RffNqnDhbdr4HxWWxUcv2Y%3D","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/5ad575de57f949cd99ff078fd9c1e8ce~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=OjUzerz0qhehQqY8k5Tr2GXalIQ%3D&x-signature-webp=1eAgD2Q6x0ZP%2BoCKfi4DVrw0%2FFk%3D",,,,,"16082082549","2898671","Gitar Listrik Difergio Malverick Model LP",,"1199000",,,"Rp1.199.000","3.8","Kab. Sukoharjo","3819947","SHALSAMUSIK","1","7494474153466300677","https://www.tokopedia.com/shalsamusik","3","1","3","12","1730837743644214533","1730799113509831941","https://www.tokopedia.com/shalsamusik/gitar-listrik-difergio-malverick-model-lp-1730837743644214533"
"2","Kab. Gresik",,"film-musik/gitar-bass/gitar-elektrik","57","Film & Musik",,"102081588676","1 terjual","double_date_4","Rp1.250.000",,,,,,"https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/9c0564554e9b48e8af7423f46318840c~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=bni4GEPnFqMMv7D9A53JDC92WDw%3D&x-signature-webp=5ifNjkNQRxT0tzGwRwg0huiqg0Y%3D","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/9c0564554e9b48e8af7423f46318840c~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=5SZu4MMAhfImOCUueVi19F4yJ4U%3D&x-signature-webp=D0f6fmdXfqGSEMVhRjE1bNAkw9k%3D",,,,,,"2891138","Gitar Elektrik Gillmore GM 03 FR Original Ori Jackson Ibanez Musicman",,"1250000",,,"Rp1.250.000",,"Kab. Gresik","3805902","Gitar dan Bass Surabaya","1","7495812184036771948","https://www.tokopedia.com/archive-gitardanbasssby","1","1","1","1","1732186180767745132","1732186206715085932","https://www.tokopedia.com/archive-gitardanbasssby/gitar-elektrik-gillmore-gm-03-fr-original-ori-jackson-ibanez-musicman-1732186206715085932"
"2","Kab. Sukoharjo",,"film-musik/gitar-bass/efek-gitar-bass","57","Film & Musik",,"100559816441","30+ terjual","double_date_4","Beli Lokal","Hemat s.d 1% Pakai Bonus","20%","Rp1.124.999","Hemat s.d 1% Pakai Bonus","+Hadiah Gratis","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/73550b4fcff64fcb861a3ba3e147a15f~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=mb%2B%2FD8kEMNVaJaTsil95goDf1ks%3D&x-signature-webp=Uzja9kyyVKPsRhxI1OTreDaPymU%3D","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/73550b4fcff64fcb861a3ba3e147a15f~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=pIWwsBYxf3h6BmH0oaBPnOrHheY%3D&x-signature-webp=uVoK7JgPhhVtZcFxIMPfjkAmMlU%3D",,,,,"100291295015","10293556","Gitar Elektrik Merk Kowe Original Seri Stronger Bonus Efek Delay, Distorsi dan Cabsim",,"1124999","Rp1.400.000",,"Rp1.124.999","4.7","Kab. Sukoharjo","10232065","Kowe Gitar Kita","1","7494735637826930794","https://www.tokopedia.com/myfamsguitar","9","1","9","36","1731576371264717930","1730815214980793450","https://www.tokopedia.com/myfamsguitar/gitar-elektrik-merk-kowe-original-seri-stronger-bonus-efek-delay-distorsi-dan-cabsim-1731576371264717930"
"3","Jakarta Selatan","https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/goldmerchant/pm_activation/badge/Power%20Merchant%20Pro.png~tplv-zr7vqa5nfb-image.image","film-musik/gitar-bass/gitar-elektrik","57","Film & Musik",,"16686042296","17 terjual","double_date_4","Hemat s.d 1% Pakai Bonus","Rp1.880.000","Hemat s.d 1% Pakai Bonus","Bisa COD",,,"https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2025/5/28/d8a3ff30-9fc0-442f-a421-0adf2c013296.png~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=23IizsCWiUPgs5avxCzgtSLgLqQ%3D&x-signature-webp=7RTz85e7W83AMVoDhJBYq2in2HU%3D","https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2025/5/28/d8a3ff30-9fc0-442f-a421-0adf2c013296.png~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=qCxlg9ndDhuRvB2CPW%2FeFajv8og%3D&x-signature-webp=E8uz4RvzwJsuZvLq7XKN6QBUy8Q%3D",,,,,,"8287117","Donner DST-80 Electric Guitar - Surf Green",,"1880000",,,"Rp1.880.000","5.0","Jakarta Selatan","8091204","GALERI MUSIK SIMFONI PIM","3","7495816580645358038","https://www.tokopedia.com/galerimusiksimfo","1","1","1","17","1731527648380487126","1731527648380421590","https://www.tokopedia.com/galerimusiksimfo/donner-dst-80-electric-guitar-surf-green-1731527648380421590"
"2","Bandung",,"film-musik/gitar-bass/gitar-elektrik","57","Film & Musik",,"4392302620","5 terjual","double_date_4","Hemat s.d 1% Pakai Bonus","Rp3.190.000","Hemat s.d 1% Pakai Bonus",,,,"https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/hDjmkQ/2025/1/31/569e33f4-f5a9-4db6-8a5b-bdc7efae1af5.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=e4nKUAgJV6YTl%2BtcIVzPqAwQsLo%3D&x-signature-webp=U5dnQ1g8PXvJi5sz4aTmcHz7Kb8%3D","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/hDjmkQ/2025/1/31/569e33f4-f5a9-4db6-8a5b-bdc7efae1af5.jpg~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=pR2wJQyoQhNnMosciWrN27xT56o%3D&x-signature-webp=yUjj7HmmuK18mQ5x1D1xN2pkTUI%3D",,,,,,"10978116","Ibanez GRGR131EX Gitar Elektrik Original / GRGR 131 EX / GRGR 131EX",,"3190000",,,"Rp3.190.000","5.0","Bandung","10968023","Bandung Music Gallery","1","7495817637319904054","https://www.tokopedia.com/bandungmusicgallery","6","1","6","5","1729874133168850742","1729874133168785206","https://www.tokopedia.com/bandungmusicgallery/ibanez-grgr131ex-gitar-elektrik-original-grgr-131-ex-grgr-131ex"
"3","Depok","https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/goldmerchant/pm_activation/badge/Power%20Merchant%20Pro.png~tplv-zr7vqa5nfb-image.image","film-musik/gitar-bass/gitar-elektrik","57","Film & Musik",,"16458206862","2 terjual","double_date_4","Hemat s.d 1% Pakai Bonus","Rp1.550.000","Hemat s.d 1% Pakai Bonus","Bisa COD",,,"https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/6432a3e7e8234814adf52f1e0cde4211~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=m8DavDP2rL2RZG2%2FnSI85Mr4eUI%3D&x-signature-webp=mBV43LQkD0UnPbdzpv9T9kxYGjY%3D","https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/6432a3e7e8234814adf52f1e0cde4211~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=HB02JbDzSgThmmDdz4iD2BtCbz0%3D&x-signature-webp=8nvvzeWsbYsq10486OJWEVMs3Hc%3D",,,,,,"13396420","Gitar metal elektrik HSH lawas vintage",,"1550000",,,"Rp1.550.000","5.0","Depok","13496250","Yono gitar","3","7496249975879273383","https://www.tokopedia.com/yono-gitar","1","1","1","2","1731843670748923815","1731843670748858279","https://www.tokopedia.com/yono-gitar/gitar-metal-elektrik-hsh-lawas-vintage-1731843670748858279"
"2","Kab. Sukoharjo",,"film-musik/gitar-bass/senar-gitar","57","Film & Musik",,"100314971632","2 terjual","double_date_4","Hemat s.d 1% Pakai Bonus","Rp1.100.000","Hemat s.d 1% Pakai Bonus","Bisa COD",,,"https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/c8a8606203874ce7b5afb8b30e1b293d~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=nxZ3hD2jSDHBJ1KrA1BI%2BabycMU%3D&x-signature-webp=iKJdFCx1Wt055BLqF16Ir0KTPQ8%3D","https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/c8a8606203874ce7b5afb8b30e1b293d~tplv-aphluv4xwc-white-pad-v1:300:300.jpeg?lk3s=97278606&x-expires=1777354918&x-signature=VKIgJthPj6hB8s6JNSNIUWYgkhQ%3D&x-signature-webp=HExOh2gwSwg52sq5bJ6lVTXlzQo%3D",,,,,,"18751846","Gitar Elektrik Difergio Model Telcaster - Merek Terkenal",,"1100000",,,"Rp1.100.000",,"Kab. Sukoharjo","7494527090492410000","OVERHEAD GTR","1","7494527090492410064","https://www.tokopedia.com/overhead-gtr","11","1","11","2","1729780744401880272","1729780741013341392","https://www.tokopedia.com/overhead-gtr/gitar-elektrik-difergio-model-telcaster-merek-terkenal-1729780741013341392"
